,Unnamed: 0,Index,Name,Description,Employees,Funding,City,Subcountry,Latitude,Longitude,PPDesc,Dist1,Dist2,DistFromOrigin,Labels
10815,10818,10822,watrhub ,"watrhub inc. is the bloomberg for water. we have disrupted an age old water infrastructure sales process with ai powered market intelligence. large, industrial companies such as dow, schneider electric, and siemens rely on watrhub to predict their next water utility customer. we help these companies increase revenue, shorten sales cycles, and increase sales productivity 10x faster than traditional alternatives. we do this by transforming millions of public filings into sales leads and market insights for companies and manufacturers selling to water utilities. we are well positioned to revolutionize the fragmented  600b  water infrastructure industry and usher in an unprecedented level of transparency and market efficiency. ",10.0,,toronto,ontario,43.70011,79.4163,watrhub inc. bloomberg water water disrupted age old water water infrastructure sales process ai powered market intelligence large industrial companies dow schneider electric siemens rely watrhub predict next water water utility customer help companies increase revenue shorten sales cycles increase sales productivity 10x faster traditional alternatives transforming millions public filings sales leads market insights companies manufacturers selling water water utilities well positioned revolutionize fragmented 600b water water infrastructure industry usher unprecedented level transparency market efficiency,0.7089571952819824,0.7517629265785217,1.0677678025199988,Target
11355,11358,11363,nature s gallery ,"canadian garden in the mountains of bc canada 40 miles to washington state border with canadahealthy growth of the 3200 acres of lands forests lakes creeks wildlife.balanced.this is one 3200 acre title of land zoned for promotion of life.with title to the land in canada are self sufficient natural food water and energy all green available for growth within balance.use ai to maximise the growth of this paradise whether very small or bigger to give back to nature.solar , wind and micro hydro are all available from this property where water is unlimited from 6000 foot huge snowpack at the mountain tops.at 6000 feet wind averages 13 knots average 365 days per yearsolar will approach minimal costs almost zero within ten years and 3200 acres with zoning means surplus electricity via tesla power walls.vertical ai air hydroponic farming of medicinal healthy high value indigenous and local herbs and foods for the nelson bc area. the forests have an abundance of indigenous ",0.0,,nelson,british columbia,49.49985,117.28553,canadian garden mountains bc canada 40 miles washington state border canadahealthy growth 3200 acres lands forests lakes creeks wildlife.balanced.this one 3200 acre title land zoned promotion life.with title land canada self sufficient natural food water water energy green available growth within balance.use ai maximise growth paradise whether small bigger give back nature.solar wind micro hydro available property water water unlimited 6000 foot huge snowpack mountain tops.at 6000 feet wind averages 13 knots average 365 days per yearsolar approach minimal costs almost zero within ten years 3200 acres zoning means surplus electricity via tesla power walls.vertical ai air hydroponic farming medicinal healthy high value indigenous local herbs foods nelson bc area forests abundance indigenous,0.7410666942596436,0.7447829246520996,1.103881450194251,Target
11369,11372,11377,aqua air 247 ,"o waste r/o out door water vending, electronically controlled, environmentally friendly.provides pure r/o and alkiline water direct to the consumer in 1,3 and 5 gallon water containers. manufactured in canada, made for outdoors, the only o waste r/o water vending machine on the market.current contracts with canadian tire, sol petrolunm, working with macs convience stores, iga. business model long term residual from water sales.water from the air, water machines, serves directly to 500 and 700 ml reuseable water bottles. simply plug it in and it makes water from the air. we currently have developed our own freeze technology which no one else has, in process of applying for patents. works in dry climates as well as humid climates. current unit makes 70 to 80 litres a day, currently, working on a large unit that will produce 700 plus litres of pure fresh water a day. we have also developed an air to water unit for the marijuana grow ops. environmentally friendly. no more plastic. ",0.0,,kelowna,british columbia,49.88307,119.48568,"waste r/o door water water vending electronically controlled environmentally friendly.provides pure r/o alkiline water water direct consumer 1,3 5 gallon water water containers manufactured canada made outdoors waste r/o water water vending machine market.current contracts canadian tire sol petrolunm working macs convience stores iga business model long term residual water water sales.water air water water machines serves directly 500 700 ml reuseable water water bottles simply plug makes water water air currently developed freeze technology one else process applying patents works dry climates well humid climates current unit makes 70 80 litres day currently working large unit produce 700 plus litres pure fresh water water day also developed air water water unit marijuana grow ops environmentally friendly plastic",0.7277145981788635,0.7412902116775513,1.0790797143315736,Target
11407,11410,11415,turtle monster development ,"looking for investors for my development project  turtle monster   luxury resort. http //turtlemonster.ca/turtle lake lies in the north west of saskatchewan, canada and is fairly long  about 21km  while also narrow  about 5km . south bay lies at the southern most tip of turtle lake. it is the most sheltered part of the lake and provides one of the most spectacular views in saskatchewan. the closest cities are north battleford, sk, and lloydminster, ab which are a 1 to 1.5 hour drive away. saskatoon, sk is a 2.5 hour drive away and edmonton, ab, is a 4.5 hour drive. both the later 2 cities have international airports.turtle lake takes its name from a cree legend about a giant denizen  a person, animal, or plant that lives in or often is found in a particular place or region  in the lake, and people still tell folk stories of a monster of some sort in its waters. thus, where the resort takes its name. the lake is known for its great fishing, clean water and beautiful landscape. ",0.0,,saskatoon,saskatchewan,52.13238,106.66892,looking investors development project turtle monster luxury resort http //turtlemonster.ca/turtle lake lies north west saskatchewan canada fairly long 21km also narrow 5km south bay lies southern tip turtle lake sheltered part lake provides one spectacular views saskatchewan closest cities north battleford sk lloydminster ab 1 1.5 hour drive away saskatoon sk 2.5 hour drive away edmonton ab 4.5 hour drive later 2 cities international airports.turtle lake takes name cree legend giant denizen person animal plant lives often found particular place region lake people still tell folk stories monster sort waters thus resort takes name lake known great fishing clean water water beautiful landscape,0.7830932140350342,0.8114209771156311,1.2716389839710054,Target
11510,11513,11518,solarsteam inc. ,"the technology that solarsteam will use is called enclosed trough, which is a system specifically designed for the oil industry and its unique requirements. enclosed trough technology encloses lightweight mirrors in a agricultural greenhouse, concentrating the sun   s energy to heat water and create steam. the steam is then injected into an oil reservoir to aid the extraction of heavy crude. . enclosed troughs integrate readily with existing oilfield operations, accepting the same feed water as once through steam generators  otsgs  and generating nominally 80  dry and between 500 1000 psi. solarsteam will build its systems based on a 5 hectare, 25mwt standard block system that can be scaled to any capacity. ",0.0,,calgary,alberta,51.05011,114.08529,technology solarsteam use called enclosed trough system specifically designed oil industry unique requirements enclosed trough technology encloses lightweight mirrors agricultural greenhouse concentrating sun energy heat water water create steam steam injected oil reservoir aid extraction heavy crude enclosed troughs integrate readily existing oilfield operations accepting feed water water steam generators otsgs generating nominally 80 dry 500 1000 psi solarsteam build systems based 5 hectare 25mwt standard block system scaled capacity,0.7319058775901794,0.8058841824531555,1.1851355291792416,Target
11511,11514,11519,swirltex ,"swirltex has developed a membrane filtration system for treating wastewater.the swirltex lagoon unit  slu  has potential to be transformative for municipalities reliant on lagoon systems as well as for industrial applications. wastewater has traditionally been difficult to treat through membrane filtration due to surface fouling by pollutants. the slu overcomes fouling by creating a centrifugal flow pattern, preventing contaminants from contacting the tubular membrane, thus creating a much more effective system.swirltex will sell the service of treated water per unit volume. it is an affordable option for smaller centers that cannot afford large capital outlays and creates marketable reuse water. the initial target market is municipalities at risk of environmental non compliance. for the future, swirltex will be developing oil and gas applications. our goal is to supply the market demand for recycled industrial water, which will continue to grow with increasing regulatory pressures. ",0.0,,calgary,alberta,51.05011,114.08529,swirltex developed membrane filtration system treating wastewater.the swirltex lagoon unit slu potential transformative municipalities reliant lagoon systems well industrial applications wastewater wastewater traditionally difficult treat membrane filtration due surface fouling pollutants slu overcomes fouling creating centrifugal flow pattern preventing contaminants contacting tubular membrane thus creating much effective system.swirltex sell service treated water water per unit volume affordable option smaller centers afford large capital outlays creates marketable reuse water water initial target market municipalities risk environmental non compliance future swirltex developing oil gas applications goal supply market demand recycled industrial water water continue grow increasing regulatory pressures,0.7060426473617554,0.8284383416175842,1.1848063057556892,Target
11740,11743,11750,delta remediation ,"we believe that it is everyone   s responsibility to try to improve the condition of the earth and to    leave things better than we found them.we know that landfills and deep well injection are not sustainable methods of contaminant removal and are in fact only contaminant relocation.as champions for the environment we are proud to offer responsible, safe, sustainable solutions, which eliminate hydrocarbon contamination from soil and water.our products and services have successfully eliminated hydrocarbons and chlorinated solvents in the following applications hydrocarbon spills and leaks on land, water and muskegoil and gas well sitesbulk fuel stationsunderground storage tank leaksour naturally occurring microbial products were extracted from a once contaminated site and isolated under controlled laboratory conditions to be able to culture them into such high concentrations that complete hydrocarbon remediation often occurs within weeks or months instead of years. ",0.0,,calgary,alberta,51.05011,114.08529,believe everyone responsibility try improve condition earth leave things better found them.we know landfills deep well injection sustainable methods contaminant removal fact contaminant relocation.as champions environment proud offer responsible safe sustainable solutions eliminate hydrocarbon contamination soil water.our products services successfully eliminated hydrocarbons chlorinated solvents following applications hydrocarbon spills leaks land water water muskegoil gas well sitesbulk fuel stationsunderground storage tank leaksour naturally occurring microbial products extracted contaminated site isolated controlled laboratory conditions able culture high concentrations complete hydrocarbon remediation often occurs within weeks months instead years,0.658449649810791,0.7920300364494324,1.0608675199740425,Target
11813,11816,11823,fer pal infrastructure ,"fer pal infrastructure is proud to offer a cement mortar lining solution that improves the best quality of water. the team is pleased to provide excellent services that help to maintain good functional pipes for your water sanitation. through the expertise of their engineers, they bring you their cement mortar lining solution that makes sure to give you water that is beneficial to everyone. the clear water is free of odor, poor color, unpleasant taste, and turbidity. their cement mortar lining solution also can self heal and seal cracks, which may occur during initial setting shrinkage. for years, their services have trusted by their clients, and when you work with them, you can expect to have the best sanitation of your water. for inquiries, call them at  1 416 742 3713 or check their website. you may also visit their office located at 171 fenmar drive toronto, ontario. ",0.0,,toronto,ontario,43.70011,79.4163,fer pal infrastructure proud offer cement mortar lining solution improves best quality water water team pleased provide excellent services help maintain good functional pipes water water sanitation expertise engineers bring cement mortar lining solution makes sure give water water beneficial everyone clear water water free odor poor color unpleasant taste turbidity cement mortar lining solution also self heal seal cracks may occur initial setting shrinkage years services trusted clients work expect best sanitation water water inquiries call 1 416 742 3713 check website may also visit office located 171 fenmar drive toronto ontario,0.6783421635627747,0.7652345895767212,1.045732067951679,Target
11845,11848,11855,honeywater ,"for thousands of years, honey and water has been used as a traditional health drink throughout the world.honeywater   is a healthy, all natural line of delicious and refreshing water beverages, sweetened with the finest canadian honey. carefully crafted by canada   s leading beverage specialists, this cultural and traditional drink will sooth your soul and restore your health. ",0.0,,toronto,ontario,43.70011,79.4163,thousands years honey water water used traditional health drink throughout world.honeywater healthy natural line delicious refreshing water water beverages sweetened finest canadian honey carefully crafted canada leading beverage specialists cultural traditional drink sooth soul restore health,0.7079579830169678,0.7883267402648926,1.1226635551341246,Target
11881,11884,11891,2s water incorporated ,"there are over 1000 boil water advisories in canada right now. 1000 communities where you cannot drink from the tap. we are developing a sensor that will detect contaminants before they reach the water supply, stopping them at the water treatment plan. our detector is fully automated so even understaffed and remote communities can have world class... read more ",1.0,,calgary,alberta,51.05011,114.08529,1000 boil water water advisories canada right 1000 communities drink tap developing sensor detect contaminants reach water water supply stopping water water treatment plan detector fully automated even understaffed remote communities world class ... read,0.6618169546127319,0.7467250823974609,0.9956000300943657,Target
11943,11946,11953,cann forecast ,"provider of water data analysis software intended to predict water issues. the company s application provide machine learning algorithms in scientific literature along with artificial technology, enabling clients to predict water problems intended based on the water analysis. ",1.0,,toronto,ontario,43.70011,79.4163,provider water water data analysis software intended predict water water issues company application provide machine learning algorithms scientific literature along artificial technology enabling clients predict water water problems intended based water water analysis,0.739329993724823,0.75422203540802,1.1154597183161634,Target
11989,11992,11999,demizine technology ,"demizine takes artifical intelligence  ai  and uses it to optimize human wastewater usage. water is a finite resource. it is paramount to sanitation, agriculture, mining, and manufacturing. throughout history and around the world, water security is a constant concern.without a sustainable water supply society suffers  malnutrition, disease, and even death. enter demizine with its green technological solution that delivers material water and energy savings for businesses and individuals. through the use of a closet sized wastewater solution, it forecasts user habits and alters the treatment system for peak performance of water delivery, energy recovery, and system life. the ai solution continually monitors human water streams and analyzes usage patterns through a suite of onboard sensors. not only does the system monitor what is happening historically, it can adapt and predict future needs by alerting users of potential health issues. collapse ",1.0,,vancouver,british columbia,49.24966,123.11934,demizine takes artifical intelligence ai uses optimize human wastewater wastewater usage water water finite resource paramount sanitation agriculture mining manufacturing throughout history around world water water security constant concern.without sustainable water water supply society suffers malnutrition disease even death enter demizine green technological solution delivers material water water energy savings businesses individuals use closet sized wastewater wastewater solution forecasts user habits alters treatment system peak performance water water delivery energy recovery system life ai solution continually monitors human water water streams analyzes usage patterns suite onboard sensors system monitor happening historically adapt predict future needs alerting users potential health issues collapse,0.5657941699028015,0.6618169546127319,0.7581247241088711,Target
12190,12193,12200,rocketfrac services ,"rocketfrac services ltd. is a highly driven canadian company led by industry executives, focused on the development of innovative well stimulation tools and technology. rocketfrac has designed a break through fracing technology allowing for economically efficient and environmentally friendly oil and gas recovery without the need for water or proppant. collapse ",1.0,,calgary,alberta,51.05011,114.08529,rocketfrac services ltd. highly driven canadian company led industry executives focused development innovative well stimulation tools technology rocketfrac designed break fracing technology allowing economically efficient environmentally friendly oil gas recovery without need water water proppant collapse,0.7155988812446594,0.8226565718650818,1.1888455940714167,Target
12192,12195,12202,roshan water solutions ,"roshan water solutions is spinnoff company out of the unjversity of alberta. their aim is to provide safe, clean water while protecting the environment. ",0.0,,calgary,alberta,51.05011,114.08529,roshan water water solutions spinnoff company unjversity alberta aim provide safe clean water water protecting environment,0.5485643744468689,0.7142091989517212,0.8110176527795439,Target
12318,12321,12328,4deep ,"4deep inwater imaging is a privately owned, halifax based ocean technology firm specializing in the design, production and sale of submersible microscopes. these devices are used to monitor water quality in real time and are based upon the principle of digital in line holography. applications include monitoring and quantifying oil in water, harmful... read more ",1.0,,halifax,nova scotia,44.64533,63.57239,4deep inwater imaging privately owned halifax based ocean technology firm specializing design production sale submersible microscopes devices used monitor water water quality real time based upon principle digital line holography applications include monitoring quantifying oil water water harmful ... read,0.7433328032493591,0.7530816793441772,1.1196756721503967,Target
12886,12889,12896,saltworks technologies ,"saltworks technologies treats the toughest waters. we deliver innovative solutions that make clean water, concentrate brine, and achieve zero liquid discharge  zld . with plants sold worldwide and repeat orders from major international customers, saltworks has an established history of designing, building, and operating full scale water treatment systems. collapse ",50.0,,vancouver,british columbia,49.24966,123.11934,saltworks technologies treats toughest waters deliver innovative solutions make clean water water concentrate brine achieve zero liquid discharge zld plants sold worldwide repeat orders major international customers saltworks established history designing building operating full scale water water treatment systems collapse,0.7528529763221741,0.8114209771156311,1.2251916060604415,Target
13438,13441,13448,meadow bay gold ,"meadow bay gold is a gold exploration company whose primary focus is exploring and developing the atlanta gold mine project, located in lincoln county, nevada. the atlanta mine is situated close to all necessary mining contractors and has infrastructure including power and water at the site. the company is working with gustavson associates of... read more ",0.0,,vancouver,british columbia,49.24966,123.11934,meadow bay gold gold exploration company whose primary focus exploring developing atlanta gold mine project located lincoln county nevada atlanta mine situated close necessary mining contractors infrastructure including power water water site company working gustavson associates ... read,0.7423108220100403,0.7632666230201721,1.1336012942898392,Target
13477,13480,13487,nysa membrane technologies ,"nysa membrane technologies has developed a novel, patent pending membrane based platform technology with broad worldwide applications in protein purification and other biological   industrial separations. nysa s proprietary membranes represent a truly disruptive technology, with dramatic cost and performance advantages over conventional membrane and resin based separation technologies. nysa has exploited its revolutionary technology to develop high value products for specific large and growing markets such as large scale bioprocessing, small scale bioanalytics, food   beverage processing, and water treatment. collapse ",0.0,,toronto,ontario,43.70011,79.4163,nysa membrane technologies developed novel patent pending membrane based platform technology broad worldwide applications protein purification biological industrial separations nysa proprietary membranes represent truly disruptive technology dramatic cost performance advantages conventional membrane resin based separation technologies nysa exploited revolutionary technology develop high value products specific large growing markets large scale bioprocessing small scale bioanalytics food beverage processing water water treatment collapse,0.7528529763221741,0.8506771326065063,1.2904391878967836,Target
13478,13481,13488,offsetters ,"as canada   s leading provider of sustainability and carbon management solutions, offsetters helps organizations and individuals understand, reduce and offset their environmental impacts.offsetters was founded in 2005 by dr. james tansey in response to growing demand from companies for sophisticated advisory services related to their environmental impacts and a desire to reduce and offset those impacts through high quality greenhouse gas reduction projects. over almost a decade, they have worked with partners across north america, the british columbia government and large events including the olympics and america   s cup. based in vancouver, british columbia and portland, oregon, they have grown to a team of close to 30 with expertise in greenhouse gas measurement including cdp reporting, offset project development, water footprinting, climate change science and policy, renewable energy and energy efficiency, and carbon finance. recognizing the role of technology in providing scalable solutions for business, their software solutions can track and manage land and forest assets, lifecycle carbon emissions and transportation efficiency projects. visit their bios to learn more about their team. collapse ",10.0,,vancouver,british columbia,49.24966,123.11934,canada leading provider sustainability carbon management solutions offsetters helps organizations individuals understand reduce offset environmental impacts.offsetters founded 2005 dr. james tansey response growing demand companies sophisticated advisory services related environmental impacts desire reduce offset impacts high quality greenhouse gas reduction projects almost decade worked partners across north america british columbia government large events including olympics america cup based vancouver british columbia portland oregon grown team close 30 expertise greenhouse gas measurement including cdp reporting offset project development water water footprinting climate change science policy renewable energy energy efficiency carbon finance recognizing role technology providing scalable solutions business software solutions track manage land forest assets lifecycle carbon emissions transportation efficiency projects visit bios learn team collapse,0.6927763819694519,0.7954117059707642,1.1126188974100053,Target
13592,13595,13602,smart watering systems ,"it was less than ten years ago that chris le conte, a former sales manager for an irrigation distributor recognized a need for efficient water use. corporate sustainability objectives combined with green building standards was creating a market for water conservation. in the irrigation market, demand from property owners who needed water saving... read more ",10.0,,toronto,ontario,43.70011,79.4163,less ten years ago chris le conte former sales manager irrigation distributor recognized need efficient water water use corporate sustainability objectives combined green building standards creating market water water conservation irrigation market demand property owners needed water water saving ... read,0.6873152256011963,0.7526098489761353,1.0388238041191045,Target
13640,13643,13650,titanium corporation ,"titanium corporation is a development stage company.the company is engaged in researching and developing a separation process for the recovery of heavy minerals and bitumen from oil sands froth treatment tailings. the company has developed creating value from waste  cvw  technologies that recover valuable heavy minerals, bitumen, solvent and water... read more ",0.0,,calgary,alberta,51.05011,114.08529,titanium corporation development stage company.the company engaged researching developing separation process recovery heavy minerals bitumen oil sands froth treatment tailings company developed creating value waste cvw technologies recover valuable heavy minerals bitumen solvent water water ... read,0.6635990738868713,0.8597381114959717,1.1795133512221732,Target
13823,13826,13833,beneco packaging ,"beneco packaging is a canadian packaging company headquartered in mississauga, ontario. the company boasts a state o the art production plant which features such advanced packaging technology as prepress, creative graphic design, offset printing, water base coating, uv coating, die cutting, embossing, window patching and gluing. this modern... read more ",10.0,,toronto,ontario,43.70011,79.4163,beneco packaging canadian packaging company headquartered mississauga ontario company boasts state art production plant features advanced packaging technology prepress creative graphic design offset printing water water base coating uv coating die cutting embossing window patching gluing modern ... read,0.723075807094574,0.8657391667366028,1.2723429276272569,Target
13966,13969,13976,echologics ,"echologics is a leader in the development of acoustic technologies that can non invasively detect underground leaks and assess the conditions of water mains comprised of a variety of materials including ductile ironasbestos cement  ac cast ironplasticpre stressed cylinder concrete  pccp polyvinyl chloride  pvc our core technology, which uses a proprietary acoustic based leak detection system and a comprehensive proprietary database, has enabled municipalities across north america, and in europe, south africa, singapore and australia, to better understand their water infrastructure to reduce costs and prioritize capital spending   without breaking ground or disrupting service.a smart move for municipalities, our products and services have earned a best in class reputation due to their superior field performance, which is coupled with excellent after sales support as well as the most advanced water leak detection training available  our extensive list of client references speaks for itself . collapse ",500.0,,toronto,ontario,43.70011,79.4163,echologics leader development acoustic technologies non invasively detect underground leaks assess conditions water water mains comprised variety materials including ductile ironasbestos cement ac cast ironplasticpre stressed cylinder concrete pccp polyvinyl chloride pvc core technology uses proprietary acoustic based leak detection system comprehensive proprietary database enabled municipalities across north america europe south africa singapore australia better understand water water infrastructure reduce costs prioritize capital spending without breaking ground disrupting service.a smart move municipalities products services earned best class reputation due superior field performance coupled excellent sales support well advanced water water leak detection training available extensive list client references speaks collapse,0.7517845630645752,0.802190899848938,1.208690269062643,Target
13992,13995,14002,enviromon ,"enviromon provides sophisticated hardware and software to measure and log a range of environmental conditions for server rooms, data centers, laboratories, cold storage freezers such as temperature, humidity, air flow, voltage detection, water presence, and more in real time.your company or business probably owns infrastructure, goods and other critical / important assets that ensure your business operates. most of this infrastructure and these assets are sensitive to environmental changes such as temperature, humidity, water presence or other leakages to only name a few.in order to protect your company s assets and infrastructure in case of equipment malfunctions and / or natural occurrences, enviromon has been developing easy to use environmental monitoring solutions to measure, track and most importantly, alert you in case of critical or unfavourable conditions occur in your environment. collapse ",10.0,,toronto,ontario,43.70011,79.4163,enviromon provides sophisticated hardware software measure log range environmental conditions server rooms data centers laboratories cold storage freezers temperature humidity air flow voltage detection water water presence real time.your company business probably owns infrastructure goods critical important assets ensure business operates infrastructure assets sensitive environmental changes temperature humidity water water presence leakages name few.in order protect company assets infrastructure case equipment malfunctions natural occurrences enviromon developing easy use environmental monitoring solutions measure track importantly alert case critical unfavourable conditions occur environment collapse,0.7229689955711365,0.8512639403343201,1.2473344646706508,Target
14480,14483,14490,vista credit ,"vista credit corp is a residential equipment leasing business which focuses on water heater, heating, ventilation and air conditioning, water treatment and alarm security systems.vista is based in ottawa, ontario, canada and its business activities span seven provinces across canada. ",10.0,,toronto,ontario,43.70011,79.4163,vista credit corp residential equipment leasing business focuses water water heater heating ventilation air conditioning water water treatment alarm security systems.vista based ottawa ontario canada business activities span seven provinces across canada,0.7528529763221741,0.7949477434158325,1.1987295187190803,Target
14862,14865,14872,seepje ,"seepje is a 100  vegetable and fairtrade detergent from nepal. they wash their clothes because the peel of the fruit of sapindus mukorossi super peel which, in contact with water give a natural form of soap. together with you they want cleaner and nicer wash the world  because when you wash your clothes with seepje you make with us for better... read more ",1.0,,regina,saskatchewan,50.45008,104.6178,seepje 100 vegetable fairtrade detergent nepal wash clothes peel fruit sapindus mukorossi super peel contact water water give natural form soap together want cleaner nicer wash world wash clothes seepje make us better ... read,0.701978325843811,0.7942371368408203,1.1235861994915837,Target
14886,14889,14896,stonehenge foundation ,"stonehenge foundation provides foundation building, replacement, restoring, and repair services. it offers its services for the residential properties in the south east toronto.stonehenge foundation also provides structural stabilization, helical piers installation, water management, basement lowering and underpinning, and drawings and permit... read more ",1.0,,toronto,ontario,43.70011,79.4163,stonehenge foundation provides foundation building replacement restoring repair services offers services residential properties south east toronto.stonehenge foundation also provides structural stabilization helical piers installation water water management basement lowering underpinning drawings permit ... read,0.7404311299324036,0.8628104329109192,1.2926801013129037,Target
14893,14896,14903,tabl eau water ,"tabl   eau filtered water provides exceptional drinking water while advocating sustainability. tabl   eau enables the purification of source  tap  water using state of the art filtration systems to produce premium quality ambient, chilled, still and sparkling water. the tabl   eau solution facilitates the elimination of bottled water, including the carbon footprint from packaging, transport and recycling of water bottles. collapse ",1.0,,toronto,ontario,43.70011,79.4163,tabl eau filtered water water provides exceptional drinking water water advocating sustainability tabl eau enables purification source tap water water using state art filtration systems produce premium quality ambient chilled still sparkling water water tabl eau solution facilitates elimination bottled water water including carbon footprint packaging transport recycling water water bottles collapse,0.7208120822906494,0.762662410736084,1.1012240107259572,Target
15254,15257,15264,mission safety services ,"mission safety services pride ourselves on being an industry leader in providing essential industrial safety services, with a reputation built on experience and professionalism. they are number one because they employ the most experienced and highly trained individuals in canada     firefighters, paramedics, and emts with years of experience performing actual life and death rescues are at the core of their services. mission safety is dedicated to providing the highest level of service across all of their divisions     whether your company requires safety training, a health and safety plan, water rescue, a technical rope rescue team, paramedic services, or safety equipment they can help. collapse ",50.0,,calgary,alberta,51.05011,114.08529,mission safety services pride industry leader providing essential industrial safety services reputation built experience professionalism number one employ experienced highly trained individuals canada firefighters paramedics emts years experience performing actual life death rescues core services mission safety dedicated providing highest level service across divisions whether company requires safety training health safety plan water water rescue technical rope rescue team paramedic services safety equipment help collapse,0.7844671607017517,0.8026865124702454,1.2596943635211133,Target
15553,15556,15563,albian sands ,"albian sands energy inc. is the operator of the muskeg river mine located 75 kilometres north of fort mcmurray, alberta, canada. albian sands mines for oil in the oil sands of northern alberta. in oil sands mining, a mix of oil and sand is removed from just below the surface using shovels and trucks. this material is mixed with warm water to... read more ",0.0,,fort mcmurray,alberta,56.72676,111.38103,albian sands energy inc. operator muskeg river mine located 75 kilometres north fort mcmurray alberta canada albian sands mines oil oil sands northern alberta oil sands mining mix oil sand removed surface using shovels trucks material mixed warm water water ... read,0.6635990738868713,0.9011510014533997,1.2524368582839784,Target
15594,15597,15604,aqua terra water management ,"aqua terra water management owns and operates salt water disposal facilities. it operates four winds energy services ltd and integrity custom processing as its subsidiary companies. aqua terra water management has a current network of class 1b and class ii facilities that serves customers throughout the canadian provinces of alberta, saskatchewan, and british columbia.aqua terra water management is based in the united states. collapse ",0.0,,calgary,alberta,51.05011,114.08529,aqua terra water water management owns operates salt water water disposal facilities operates four winds energy services ltd integrity custom processing subsidiary companies aqua terra water water management current network class 1b class ii facilities serves customers throughout canadian provinces alberta saskatchewan british columbia.aqua terra water water management based united states collapse,0.6949726343154907,0.7404311299324036,1.0312252206203887,Target
16013,16016,16023,earth water international ,"the earth group exists entirely to provide food, water, and education to children globally. ",0.0,,calgary,alberta,51.05011,114.08529,earth group exists entirely provide food water water education children globally,0.7201083302497864,0.7447829246520996,1.0732576121484705,Target
16088,16091,16098,exchange income corporation ,"exchange income corporation is a diversified, acquisition oriented company focused on opportunities in aerospace,aviation and manufacturing. the corporation uses a disciplined acquisition strategy to identify already profitable, wellestablished companies that have strong management teams, generate steady cash flow and operate in niche markets.the corporation currently operates two segments  aerospace   aviation and manufacturing. the aerospace   aviation segment consists of the operations by perimeter aviation, keewatin air, calm air international, bearskin lake air service, custom helicopters, regional one and provincial aerospace. the manufacturing segment consists of the operations by jasper tank, overlanders manufacturing, water blast manufacturing, stainless fabrication, westower communications and ben machine products. collapse ",0.0,,toronto,ontario,43.70011,79.4163,exchange income corporation diversified acquisition oriented company focused opportunities aerospace aviation manufacturing corporation uses disciplined acquisition strategy identify already profitable wellestablished companies strong management teams generate steady cash flow operate niche markets.the corporation currently operates two segments aerospace aviation manufacturing aerospace aviation segment consists operations perimeter aviation keewatin air calm air international bearskin lake air service custom helicopters regional one provincial aerospace manufacturing segment consists operations jasper tank overlanders manufacturing water water blast manufacturing stainless fabrication westower communications ben machine products collapse,0.7772819399833679,0.8178126215934753,1.2729846982619009,Target
16162,16165,16172,fti foodtech international inc. ,"fti foodtech international inc.  fti  is engaged in the business of the resale of liquidation merchandise. the company exchanges goods on barter exchanges, such as the trade business exchange and the certificate club for which transactions are tendered using barter exchange dollars  barter credits . the company has the north american distribution rights for globalex global chlorine dioxide water purification tablets, which include the tablets marketed under the trade names, oxytab, pooltab, cleantab, steritab and airtab that have a range of application ranging from drinking water, swimming, industrial sanitation, pest control, as well as various application in the gas and mining industry. collapse ",0.0,,toronto,ontario,43.70011,79.4163,fti foodtech international inc. fti engaged business resale liquidation merchandise company exchanges goods barter exchanges trade business exchange certificate club transactions tendered using barter exchange dollars barter credits company north american distribution rights globalex global chlorine dioxide water water purification tablets include tablets marketed trade names oxytab pooltab cleantab steritab airtab range application ranging drinking water water swimming industrial sanitation pest control well various application gas mining industry collapse,0.8010281324386597,0.8101909756660461,1.2980554860088667,Target
16261,16264,16271,enon environmental,zenon environmental is a water treatment company engaged in manufacture and sale of membrane based wastewater treatment systems.,0.0,,toronto,ontario,43.70011,79.4163,zenon environmental water water treatment company engaged manufacture sale membrane based wastewater wastewater treatment systems,0.7528529763221741,0.8410725593566895,1.274190654059968,Target
16582,16585,16592,sigma environmental solutions ,"sigma environmental solutions, inc. provides environmental business solutions in the field of water and wastewater in canada. ",0.0,,calgary,alberta,51.05011,114.08529,sigma environmental solutions inc. provides environmental business solutions field water water wastewater wastewater canada,0.6922480463981628,0.7658157348632812,1.0656810975062605,Target
16695,16698,16705,urlucid treatment solutions,purlucid treatment solutions is a cutting edge north american services company whose proprietary technologies are revolutionizing water treatment.,0.0,,calgary,alberta,51.05011,114.08529,purlucid treatment solutions cutting edge north american services company whose proprietary technologies revolutionizing water water treatment,0.7316272258758545,0.7528529763221741,1.1020660015999546,Target
